game_id,time,P0_species,P0_Ability,P0_AddToControlGroup,P0_Camera,P0_ControlGroup,P0_GetControlGroup,P0_RightClick,P0_Selection,P0_SetControlGr6oup,P1_species,P1_Ability,P1_AddToControlGroup,P1_Camera,P1_ControlGroup,P1_GetControlGroup,P1_RightClick,P1_Selection,P1_SetControlGr6oup,winner,diff_Ability,diff_AddToControlGroup,diff_Camera,diff_ControlGroup,diff_GetControlGroup,diff_RightClick,diff_Selection,diff_SetControlGr6oup
29525,9.57,P,50,0,554,0,56,248,87,6,Z,47,2,557,0,39,96,158,6,1,-3,2,3,0,-17,-152,71,0
29526,9.59,Z,54,7,468,0,78,231,198,0,T,66,1,613,0,12,162,78,0,1,12,-6,145,0,-66,-69,-120,0
29527,8.5,Z,62,6,404,0,46,129,183,1,T,74,2,554,0,260,136,80,3,1,12,-4,150,0,214,7,-103,2
29528,2.27,P,14,2,235,0,132,79,26,0,T,8,0,138,0,79,34,12,2,1,-6,-2,-97,0,-53,-45,-14,2
29529,6.37,Z,46,0,291,64,135,195,234,1,Z,40,10,462,3,409,331,143,0,1,-6,10,171,-61,274,136,-91,-1
29530,10.54,T,73,2,808,0,69,242,190,17,T,74,0,752,0,202,166,274,13,1,1,-2,-56,0,133,-76,84,-4
29531,7.59,P,35,1,542,0,1,160,85,0,Z,39,1,365,0,32,71,124,0,1,4,0,-177,0,31,-89,39,0
29532,9.59,T,108,0,566,0,520,361,142,12,P,93,0,791,0,542,439,263,21,0,-15,0,225,0,22,78,121,9
29533,7.29,P,77,4,444,0,467,256,79,10,Z,86,8,365,5,617,244,319,8,1,9,4,-79,5,150,-12,240,-2
29534,7.39,P,42,1,371,0,30,152,44,5,T,55,0,428,0,20,249,105,6,1,13,-1,57,0,-10,97,61,1
29535,3.01,P,7,0,195,0,0,8,12,0,T,15,0,135,0,13,29,33,4,1,8,0,-60,0,13,21,21,4
29536,6.16,T,33,0,542,0,0,81,54,0,P,25,0,279,0,0,115,36,0,0,-8,0,-263,0,0,34,-18,0
29537,3.59,P,16,0,215,0,0,12,21,0,T,19,1,148,0,0,34,36,2,1,3,1,-67,0,0,22,15,2
29538,9.44,P,18,0,927,0,0,87,35,0,Z,35,0,566,0,22,28,105,5,0,17,0,-361,0,22,-59,70,5
29539,9.59,Z,79,9,554,1,214,335,264,4,P,110,3,630,0,120,316,110,10,1,31,-6,76,-1,-94,-19,-154,6
29540,9.58,Z,38,0,489,0,1,81,150,4,T,88,3,574,0,591,228,197,6,1,50,3,85,0,590,147,47,2
29541,9.43,Z,50,0,402,2,22,99,149,6,P,40,1,882,0,12,213,74,3,0,-10,1,480,-2,-10,114,-75,-3
29542,9.59,T,39,0,752,0,4,47,66,8,Z,38,0,350,0,51,47,165,4,0,-1,0,-402,0,47,0,99,-4
29543,3.19,Z,11,0,233,0,14,47,40,4,Z,15,1,76,0,192,82,40,4,0,4,1,-157,0,178,35,0,0
29544,0.32,Z,2,0,2,0,4,27,8,0,P,0,0,51,0,1,11,2,2,0,-2,0,49,0,-3,-16,-6,2
29545,9.58,P,37,0,250,0,0,177,74,0,P,31,0,422,0,0,51,45,0,1,-6,0,172,0,0,-126,-29,0
29546,6.21,P,35,3,182,0,27,63,34,0,P,12,0,210,0,0,20,23,0,0,-23,-3,28,0,-27,-43,-11,0
29547,10.24,T,84,20,656,1,55,272,189,4,T,94,0,464,0,201,125,117,8,1,10,-20,-192,-1,146,-147,-72,4
29548,7.51,P,37,0,447,0,13,27,46,1,T,66,3,287,0,416,196,81,2,1,29,3,-160,0,403,169,35,1
29549,9.59,T,95,1,617,0,583,302,127,11,Z,74,0,438,0,32,224,179,6,0,-21,-1,-179,0,-551,-78,52,-5
29550,8.34,T,46,5,606,0,29,109,79,0,Z,41,5,689,0,30,54,111,1,0,-5,0,83,0,1,-55,32,1
29551,5.19,T,24,2,336,0,43,128,41,2,T,29,2,201,0,17,80,38,2,1,5,0,-135,0,-26,-48,-3,0
29552,5.11,T,37,5,457,0,44,185,47,4,P,40,2,350,0,367,143,115,6,0,3,-3,-107,0,323,-42,68,2
29553,7.52,T,58,0,514,0,35,98,67,8,Z,47,0,224,0,48,59,136,9,0,-11,0,-290,0,13,-39,69,1
29554,7.38,P,53,0,333,0,47,177,80,7,T,67,0,604,0,512,173,142,13,1,14,0,271,0,465,-4,62,6
29555,9.59,Z,74,3,383,0,73,118,165,2,T,47,0,903,0,3,254,75,4,0,-27,-3,520,0,-70,136,-90,2
29556,9.59,T,79,0,916,0,45,154,118,10,T,77,4,459,0,33,45,57,0,1,-2,4,-457,0,-12,-109,-61,-10
29557,7.39,P,61,0,361,0,253,192,86,10,Z,49,1,431,0,145,139,160,4,0,-12,1,70,0,-108,-53,74,-6
29558,8.15,T,75,0,433,0,46,229,320,6,P,70,1,350,0,236,202,106,8,0,-5,1,-83,0,190,-27,-214,2
29559,6.43,T,31,2,459,0,3,50,53,0,P,29,4,510,0,144,173,75,3,0,-2,2,51,0,141,123,22,3
29560,3.2,Z,16,0,122,0,57,167,79,5,T,18,0,149,0,173,108,88,5,1,2,0,27,0,116,-59,9,0
29561,9.59,P,130,20,368,0,468,413,152,12,T,124,6,545,0,375,336,252,7,1,-6,-14,177,0,-93,-77,100,-5
29562,9.59,T,79,0,530,0,615,311,233,18,T,89,2,412,0,101,348,130,19,0,10,2,-118,0,-514,37,-103,1
29563,8.37,Z,60,1,355,0,175,145,253,4,T,58,0,455,0,404,154,120,6,0,-2,-1,100,0,229,9,-133,2
29564,2.58,Z,8,0,252,0,3,12,36,0,Z,7,0,93,0,9,43,55,3,0,-1,0,-159,0,6,31,19,3
29565,2.13,T,11,2,54,0,74,43,51,0,T,10,0,79,0,42,46,34,9,1,-1,-2,25,0,-32,3,-17,9
29566,4.43,P,33,0,128,0,75,109,96,5,P,21,2,116,0,32,51,21,2,1,-12,2,-12,0,-43,-58,-75,-3
29567,5.2,P,42,1,304,0,69,88,35,7,T,32,0,313,0,438,66,38,14,0,-10,-1,9,0,369,-22,3,7
29568,9.59,Z,54,4,302,0,2,52,202,0,P,87,3,699,0,2,179,124,5,0,33,-1,397,0,0,127,-78,5
29569,9.58,Z,66,0,574,0,21,232,270,20,P,48,5,682,0,28,191,84,1,0,-18,5,108,0,7,-41,-186,-19
29570,9.59,P,55,6,402,4,129,238,114,10,Z,53,5,357,0,55,173,277,3,0,-2,-1,-45,-4,-74,-65,163,-7
29571,7.36,P,37,0,617,0,66,180,89,3,T,67,0,587,0,31,173,90,12,1,30,0,-30,0,-35,-7,1,9
29572,8.34,T,74,0,478,0,262,224,201,8,Z,72,2,264,0,277,180,273,5,1,-2,2,-214,0,15,-44,72,-3
29573,10.21,T,123,0,484,0,138,391,158,10,Z,78,0,545,0,62,111,221,14,1,-45,0,61,0,-76,-280,63,4
29574,9.57,Z,58,0,803,7,3,182,242,1,T,70,0,565,0,18,222,147,7,1,12,0,-238,-7,15,40,-95,6
29575,10.57,T,81,0,480,0,407,319,251,4,T,106,6,628,0,60,337,173,6,1,25,6,148,0,-347,18,-78,2
29576,8.24,T,96,0,417,0,190,296,122,20,Z,72,0,378,0,454,209,240,16,0,-24,0,-39,0,264,-87,118,-4
29577,9.59,Z,107,0,672,0,51,185,240,26,T,106,0,552,0,309,179,278,26,0,-1,0,-120,0,258,-6,38,0
29578,9.59,T,91,3,552,0,547,175,308,0,T,81,8,477,2,484,191,169,12,0,-10,5,-75,2,-63,16,-139,12
29579,3.15,T,10,0,241,0,4,37,20,2,T,15,0,381,0,33,31,39,1,0,5,0,140,0,29,-6,19,-1
29580,7.57,P,48,0,606,0,130,191,105,9,T,74,0,795,0,137,171,133,9,1,26,0,189,0,7,-20,28,0
29581,2.27,P,7,0,52,0,7,8,13,4,T,10,0,160,0,0,14,16,2,0,3,0,108,0,-7,6,3,-2
29582,6.14,T,51,0,339,5,435,153,84,1,Z,33,1,100,0,5,70,291,5,0,-18,1,-239,-5,-430,-83,207,4
29583,1.2,T,5,2,41,0,76,8,6,0,Z,5,0,34,0,0,36,43,2,1,0,-2,-7,0,-76,28,37,2
29584,7.17,T,46,0,372,0,276,139,68,12,T,61,1,186,0,353,184,45,18,0,15,1,-186,0,77,45,-23,6
29585,3.45,P,11,0,64,5,67,107,35,0,T,19,0,133,0,0,28,28,0,0,8,0,69,-5,-67,-79,-7,0
29586,3.57,T,14,0,190,0,2,39,28,1,P,15,0,93,0,1,64,26,0,1,1,0,-97,0,-1,25,-2,-1
29587,3.46,P,17,0,121,0,46,73,18,2,T,12,0,247,0,0,49,30,1,0,-5,0,126,0,-46,-24,12,-1
29588,7.37,Z,57,0,301,0,33,183,247,4,P,73,0,811,0,557,319,123,9,1,16,0,510,0,524,136,-124,5
29589,6.15,T,30,4,312,0,2,124,66,1,Z,31,0,178,0,20,175,171,1,0,1,-4,-134,0,18,51,105,0
29590,6.43,P,47,3,355,0,197,287,123,6,P,43,0,279,0,145,139,122,4,0,-4,-3,-76,0,-52,-148,-1,-2
29591,10.27,T,80,6,646,0,112,289,110,4,T,99,11,630,0,293,255,273,9,0,19,5,-16,0,181,-34,163,5
29592,5.23,Z,25,0,145,0,11,71,100,4,T,21,5,300,0,31,72,34,0,0,-4,5,155,0,20,1,-66,-4
29593,8.09,T,69,7,411,0,210,155,85,0,P,73,4,611,0,75,241,100,5,1,4,-3,200,0,-135,86,15,5
29594,4.32,Z,16,2,332,0,21,145,59,1,T,23,0,273,0,0,85,43,3,1,7,-2,-59,0,-21,-60,-16,2
29595,9.59,Z,40,5,313,0,86,135,166,0,T,80,3,760,0,26,134,111,3,0,40,-2,447,0,-60,-1,-55,3
29596,4.25,P,26,0,275,0,14,82,62,1,P,34,0,261,0,78,112,63,4,0,8,0,-14,0,64,30,1,3
29597,4.15,P,22,0,95,0,19,42,95,3,P,20,3,263,0,74,88,130,0,0,-2,3,168,0,55,46,35,-3
29598,6.47,T,47,0,216,0,168,78,57,5,T,42,0,429,0,22,117,62,3,0,-5,0,213,0,-146,39,5,-2
29599,8.59,Z,50,3,402,0,17,93,236,0,P,41,0,765,0,0,63,50,0,0,-9,-3,363,0,-17,-30,-186,0
29600,9.59,Z,69,0,436,0,58,131,139,8,Z,71,0,228,0,84,107,200,4,0,2,0,-208,0,26,-24,61,-4
29601,4.59,P,21,0,193,0,0,12,17,0,T,24,0,243,0,2,28,33,0,1,3,0,50,0,2,16,16,0
29602,9.59,T,68,2,578,0,126,188,111,4,P,49,0,573,0,47,155,105,8,0,-19,-2,-5,0,-79,-33,-6,4
29603,9.59,Z,114,0,679,0,313,351,354,22,Z,96,0,676,0,145,271,327,10,1,-18,0,-3,0,-168,-80,-27,-12
29604,2.2,P,15,0,73,0,157,121,21,6,P,19,0,137,0,50,85,41,3,1,4,0,64,0,-107,-36,20,-3
29605,9.59,Z,67,2,816,0,73,104,174,1,T,67,0,723,8,93,248,137,2,0,0,-2,-93,8,20,144,-37,1
29606,5.25,P,36,1,287,0,59,136,56,3,Z,26,2,110,0,465,98,196,10,0,-10,1,-177,0,406,-38,140,7
29607,7.38,T,57,0,206,0,284,184,177,14,T,101,2,287,0,573,234,160,19,0,44,2,81,0,289,50,-17,5
29608,3.54,T,22,4,203,0,278,66,79,4,P,14,0,164,0,14,119,31,2,1,-8,-4,-39,0,-264,53,-48,-2
29609,5.33,P,29,3,275,0,11,51,35,0,P,25,0,253,0,62,122,58,9,1,-4,-3,-22,0,51,71,23,9
29610,10.28,T,111,8,467,0,589,169,144,5,T,101,0,880,0,60,140,139,7,0,-10,-8,413,0,-529,-29,-5,2
29611,7.25,T,52,0,404,0,345,211,137,5,P,83,0,430,0,242,288,78,18,0,31,0,26,0,-103,77,-59,13
29612,3.09,Z,14,0,174,0,9,88,51,1,T,18,0,137,0,166,96,23,4,0,4,0,-37,0,157,8,-28,3
29613,4.36,T,32,2,184,0,443,94,33,5,P,32,0,146,0,305,102,89,10,1,0,-2,-38,0,-138,8,56,5
29614,9.43,P,53,2,764,0,31,203,92,0,Z,77,4,388,0,63,218,341,13,1,24,2,-376,0,32,15,249,13
29615,7.48,T,39,0,418,0,0,32,59,0,T,34,0,362,0,0,29,66,0,0,-5,0,-56,0,0,-3,7,0
29616,6.26,T,44,0,496,0,248,102,75,9,T,27,0,635,0,0,63,42,0,0,-17,0,139,0,-248,-39,-33,-9
29617,9.58,P,49,14,1092,0,47,118,85,1,P,45,0,702,0,16,80,88,5,0,-4,-14,-390,0,-31,-38,3,4
29618,9.58,Z,64,0,313,0,20,103,216,9,P,39,0,562,0,0,107,53,0,0,-25,0,249,0,-20,4,-163,-9
29619,7.07,T,50,0,595,0,58,139,56,9,P,24,0,411,0,8,104,44,4,0,-26,0,-184,0,-50,-35,-12,-5
29620,3.4,Z,13,0,156,0,0,5,60,0,T,17,0,231,0,9,68,84,3,1,4,0,75,0,9,63,24,3
29621,2.54,T,7,0,248,0,0,44,16,0,Z,7,0,93,0,0,11,45,1,1,0,0,-155,0,0,-33,29,1
29622,9.59,T,77,0,579,0,31,113,147,6,Z,34,0,339,3,58,88,143,0,0,-43,0,-240,3,27,-25,-4,-6
29623,6.38,P,37,0,368,0,125,171,146,10,T,50,1,424,0,491,79,82,5,1,13,1,56,0,366,-92,-64,-5
29624,6.22,Z,26,3,182,0,19,114,91,2,Z,29,1,229,0,3,117,110,0,1,3,-2,47,0,-16,3,19,-2
29625,8.33,Z,45,4,441,0,8,90,211,0,P,24,0,271,0,0,176,45,0,0,-21,-4,-170,0,-8,86,-166,0
29626,9.59,P,79,5,503,0,147,234,108,13,T,85,13,465,0,774,199,213,0,0,6,8,-38,0,627,-35,105,-13
29627,4.19,T,15,3,214,0,19,48,32,0,P,19,0,313,0,0,28,43,0,0,4,-3,99,0,-19,-20,11,0
29628,10.56,T,83,0,554,0,74,163,83,10,Z,86,15,331,0,233,249,372,7,0,3,15,-223,0,159,86,289,-3
29629,9.59,P,40,0,408,0,20,95,76,4,P,41,0,826,0,0,167,64,1,1,1,0,418,0,-20,72,-12,-3
29630,10.57,T,65,5,776,0,16,67,68,0,P,64,7,335,0,37,90,54,0,1,-1,2,-441,0,21,23,-14,0
29631,9.59,T,91,0,727,0,118,202,104,12,P,68,0,401,0,61,99,61,10,1,-23,0,-326,0,-57,-103,-43,-2
29632,9.59,P,59,0,489,0,21,83,67,3,T,52,0,849,0,4,240,90,5,0,-7,0,360,0,-17,157,23,2
29633,4.23,Z,19,0,166,0,80,69,105,4,Z,16,0,50,0,8,8,55,2,1,-3,0,-116,0,-72,-61,-50,-2
29634,9.01,Z,89,0,789,0,117,270,293,12,T,85,2,534,0,475,190,163,10,1,-4,2,-255,0,358,-80,-130,-2
29635,7.19,Z,105,12,406,2,780,218,376,6,P,107,2,362,0,331,330,153,19,1,2,-10,-44,-2,-449,112,-223,13
29636,8.59,T,52,1,204,0,22,91,80,5,T,27,0,253,0,0,29,65,0,0,-25,-1,49,0,-22,-62,-15,-5
29637,9.48,P,51,1,961,0,1,134,78,3,P,36,3,883,0,19,203,75,1,1,-15,2,-78,0,18,69,-3,-2
29638,9.14,T,75,0,643,0,65,181,136,16,P,79,0,780,0,464,196,113,9,0,4,0,137,0,399,15,-23,-7
29639,6.46,Z,32,0,286,0,67,87,133,6,P,43,6,262,0,24,98,43,0,0,11,6,-24,0,-43,11,-90,-6
29640,10.07,Z,74,4,384,0,37,232,347,3,P,81,0,497,0,523,149,82,8,1,7,-4,113,0,486,-83,-265,5
29641,9.07,T,82,7,501,0,345,241,313,8,Z,61,2,426,0,266,266,473,4,1,-21,-5,-75,0,-79,25,160,-4
29642,4.5,P,22,0,345,3,169,75,21,0,Z,22,1,349,0,23,103,69,2,1,0,1,4,-3,-146,28,48,2
29643,4.22,T,40,0,183,0,398,95,88,5,Z,21,0,189,0,254,171,76,4,1,-19,0,6,0,-144,76,-12,-1
29644,3.21,T,15,0,155,0,255,21,69,2,T,15,0,126,0,0,16,17,1,1,0,0,-29,0,-255,-5,-52,-1
29645,4.45,T,23,0,454,0,19,48,45,4,T,20,4,399,0,1,15,41,0,0,-3,4,-55,0,-18,-33,-4,-4
29646,9.59,T,83,0,451,0,94,217,193,7,Z,56,1,233,0,34,82,263,2,0,-27,1,-218,0,-60,-135,70,-5
29647,2.55,P,15,0,64,0,241,81,94,6,Z,7,0,147,0,0,31,54,0,0,-8,0,83,0,-241,-50,-40,-6
29648,5.14,Z,24,0,253,10,57,156,134,0,Z,32,0,290,0,306,214,89,6,1,8,0,37,-10,249,58,-45,6
29649,9.56,T,53,0,396,0,12,35,84,2,P,36,0,419,0,0,26,61,0,1,-17,0,23,0,-12,-9,-23,-2
29650,10.47,P,65,2,740,0,8,223,116,1,T,70,0,635,0,41,192,159,5,0,5,-2,-105,0,33,-31,43,4
29651,1.2,P,6,0,7,0,0,11,11,0,P,5,0,28,0,1,20,10,0,1,-1,0,21,0,1,9,-1,0
29652,6.52,P,50,0,302,0,409,254,106,13,P,62,3,373,0,574,233,143,8,1,12,3,71,0,165,-21,37,-5
29653,9.59,P,70,0,531,0,82,284,114,10,T,64,0,842,0,326,378,114,14,0,-6,0,311,0,244,94,0,4
29654,8.57,Z,51,2,578,0,17,168,160,0,T,52,2,435,0,357,165,158,2,1,1,0,-143,0,340,-3,-2,2
29655,3.03,T,20,3,178,0,165,29,33,0,T,8,0,51,0,1,28,34,2,0,-12,-3,-127,0,-164,-1,1,2
29656,4.01,Z,15,3,21,0,27,25,49,2,T,18,0,362,0,0,21,31,1,1,3,-3,341,0,-27,-4,-18,-1
29657,9.59,Z,69,8,377,0,41,228,224,0,T,102,0,505,0,469,197,133,8,0,33,-8,128,0,428,-31,-91,8
29658,7.23,P,37,7,465,0,3,133,53,0,T,36,0,743,0,22,83,50,4,0,-1,-7,278,0,19,-50,-3,4
29659,6.48,Z,27,0,419,0,0,94,101,0,T,41,3,587,0,4,44,69,0,1,14,3,168,0,4,-50,-32,0
29660,8,T,44,4,643,0,16,44,41,0,P,35,3,124,0,25,61,47,0,0,-9,-1,-519,0,9,17,6,0
29661,7.24,Z,59,6,433,0,211,284,242,8,Z,70,6,678,5,391,329,311,20,1,11,0,245,5,180,45,69,12
29662,9.59,T,116,10,377,0,245,334,98,6,Z,82,2,509,0,69,347,249,8,0,-34,-8,132,0,-176,13,151,2
29663,5.58,P,68,1,254,0,681,179,106,20,T,51,1,197,0,505,141,144,5,1,-17,0,-57,0,-176,-38,38,-15
29664,9.56,T,59,0,607,0,1,163,84,2,T,66,4,635,0,38,152,86,3,1,7,4,28,0,37,-11,2,1
29665,5.57,Z,40,0,158,0,474,125,207,4,P,49,1,501,0,69,104,27,1,1,9,1,343,0,-405,-21,-180,-3
29666,5.23,Z,57,0,318,0,312,251,190,13,Z,31,2,160,0,54,157,102,5,0,-26,2,-158,0,-258,-94,-88,-8
29667,9.22,Z,81,3,510,0,294,325,289,15,T,114,1,550,0,170,475,242,24,1,33,-2,40,0,-124,150,-47,9
29668,10.54,Z,76,1,787,0,54,76,176,6,T,83,6,554,0,151,139,116,0,0,7,5,-233,0,97,63,-60,-6
29669,6.55,T,44,0,517,0,8,72,69,9,T,41,0,133,0,18,97,57,5,1,-3,0,-384,0,10,25,-12,-4
29670,4.35,Z,18,0,407,0,261,14,66,3,T,22,0,267,0,80,93,55,7,0,4,0,-140,0,-181,79,-11,4
29671,9.59,T,64,5,476,0,29,164,103,3,T,48,5,1022,0,569,315,214,3,0,-16,0,546,0,540,151,111,0
29672,6.43,P,33,0,342,0,0,140,94,0,Z,50,0,398,0,397,229,122,7,1,17,0,56,0,397,89,28,7
29673,9.59,Z,84,0,741,0,292,563,368,9,T,115,0,337,0,172,376,103,22,1,31,0,-404,0,-120,-187,-265,13
29674,6.19,T,46,0,372,0,207,187,58,5,T,55,0,411,0,129,222,74,11,1,9,0,39,0,-78,35,16,6
29675,9.59,Z,45,0,615,0,24,130,170,2,P,45,4,467,1,15,95,67,0,0,0,4,-148,1,-9,-35,-103,-2
29676,5.41,P,24,1,243,0,446,129,27,5,Z,45,0,97,0,25,119,182,5,0,21,-1,-146,0,-421,-10,155,0
29677,8.4,Z,52,0,474,0,98,248,280,13,Z,45,1,620,0,28,244,188,2,1,-7,1,146,0,-70,-4,-92,-11
29678,4.03,T,20,0,240,0,32,109,107,13,P,15,0,108,0,0,126,38,3,1,-5,0,-132,0,-32,17,-69,-10
29679,9.57,Z,48,7,229,5,65,235,125,1,T,71,0,628,0,0,166,72,3,0,23,-7,399,-5,-65,-69,-53,2
29680,9.59,T,90,2,485,0,48,295,151,11,P,110,5,575,0,289,379,240,7,0,20,3,90,0,241,84,89,-4
29681,10.22,T,31,0,266,0,0,35,71,0,T,38,0,312,0,0,18,55,0,1,7,0,46,0,0,-17,-16,0
29682,9.59,T,94,0,527,0,424,277,159,17,T,91,7,732,0,69,238,112,0,1,-3,7,205,0,-355,-39,-47,-17
29683,9.59,P,90,11,555,0,767,341,283,18,P,89,9,481,0,156,280,136,11,0,-1,-2,-74,0,-611,-61,-147,-7
29684,9.59,Z,69,0,545,0,86,254,287,8,T,112,0,461,0,577,203,138,10,0,43,0,-84,0,491,-51,-149,2
29685,9.59,Z,87,2,435,0,384,440,427,9,T,126,0,718,0,496,335,88,8,0,39,-2,283,0,112,-105,-339,-1
29686,5.18,Z,32,2,184,0,28,160,98,0,Z,30,4,312,0,37,85,82,4,1,-2,2,128,0,9,-75,-16,4
29687,9.58,T,85,4,350,0,73,139,136,5,Z,78,12,483,0,105,255,162,1,1,-7,8,133,0,32,116,26,-4
29688,7.07,T,33,1,419,0,8,54,81,0,P,28,0,168,0,3,130,33,3,1,-5,-1,-251,0,-5,76,-48,3
29689,8.44,P,35,0,849,0,0,122,55,1,P,24,0,665,0,0,86,37,0,0,-11,0,-184,0,0,-36,-18,-1
29690,9.59,P,44,0,333,0,6,182,153,4,P,44,1,722,0,34,216,115,3,1,0,1,389,0,28,34,-38,-1
29691,9.59,T,64,7,1367,0,35,104,159,0,Z,45,0,234,0,30,128,153,2,1,-19,-7,-1133,0,-5,24,-6,2
29692,0.33,Z,2,2,1,0,3,1,9,0,P,2,0,4,0,131,3,1,1,0,0,-2,3,0,128,2,-8,1
29693,7.03,Z,45,0,274,0,100,129,217,8,Z,44,0,244,0,20,101,126,2,0,-1,0,-30,0,-80,-28,-91,-6
29694,8.06,P,44,1,465,0,20,168,60,1,Z,43,0,560,0,28,43,108,5,1,-1,-1,95,0,8,-125,48,4
29695,9.35,T,129,0,359,0,423,276,204,21,Z,85,5,624,0,311,196,226,18,1,-44,5,265,0,-112,-80,22,-3
29696,8.46,T,34,0,756,0,0,198,77,1,T,40,1,604,0,3,138,80,0,0,6,1,-152,0,3,-60,3,-1
29697,9.26,T,98,1,336,25,107,335,219,5,T,107,9,499,0,22,275,132,1,0,9,8,163,-25,-85,-60,-87,-4
29698,9.59,T,92,0,482,0,800,223,360,11,P,55,5,319,0,10,111,114,0,0,-37,5,-163,0,-790,-112,-246,-11
29699,7.31,Z,37,2,373,0,113,153,208,4,P,52,0,187,0,43,206,92,2,0,15,-2,-186,0,-70,53,-116,-2
29700,9.59,Z,69,0,612,0,39,203,333,4,T,98,0,414,0,208,365,244,11,0,29,0,-198,0,169,162,-89,7
29701,4.54,P,14,0,237,0,0,86,32,1,P,18,0,201,0,20,109,67,2,1,4,0,-36,0,20,23,35,1
29702,5.16,P,37,2,195,0,503,200,150,8,Z,22,2,197,0,363,146,155,0,0,-15,0,2,0,-140,-54,5,-8
29703,5.4,T,52,6,218,3,250,98,62,1,T,42,0,168,0,54,230,50,5,1,-10,-6,-50,-3,-196,132,-12,4
29704,7.55,T,54,1,320,0,378,116,169,4,Z,42,2,277,0,32,93,126,0,0,-12,1,-43,0,-346,-23,-43,-4
29705,4.57,P,31,1,194,0,51,169,57,2,T,43,0,438,0,64,85,75,6,1,12,-1,244,0,13,-84,18,4
29706,4.09,P,17,1,404,0,13,76,25,4,T,19,1,296,0,4,50,19,0,1,2,0,-108,0,-9,-26,-6,-4
29707,8.05,T,115,7,320,0,638,244,175,10,Z,58,0,771,0,53,153,122,9,0,-57,-7,451,0,-585,-91,-53,-1
29708,9.14,Z,34,6,654,0,14,100,203,0,T,49,0,495,0,19,68,69,6,0,15,-6,-159,0,5,-32,-134,6
29709,9.58,T,73,2,581,0,33,198,78,1,Z,67,6,461,0,136,218,316,6,1,-6,4,-120,0,103,20,238,5
29710,3.49,T,17,4,159,1,408,55,102,2,Z,17,1,141,0,196,47,72,7,1,0,-3,-18,-1,-212,-8,-30,5
29711,10.55,T,71,0,707,0,11,152,118,3,T,82,0,914,0,40,386,201,9,0,11,0,207,0,29,234,83,6
29712,3.19,Z,12,1,99,0,281,28,191,4,T,14,2,135,0,218,33,80,3,0,2,1,36,0,-63,5,-111,-1
29713,7.41,T,79,3,492,0,230,205,178,6,T,76,0,331,0,397,260,96,12,1,-3,-3,-161,0,167,55,-82,6
29714,6.31,T,20,0,148,0,0,85,67,0,T,35,0,365,0,6,169,113,3,1,15,0,217,0,6,84,46,3
29715,4.26,T,31,1,316,0,142,106,117,2,Z,20,0,265,0,7,50,103,3,0,-11,-1,-51,0,-135,-56,-14,1
29716,9.59,T,102,0,657,0,589,251,218,22,P,55,0,1021,0,28,215,128,2,1,-47,0,364,0,-561,-36,-90,-20
29717,9.59,P,27,0,861,0,0,58,45,0,Z,44,2,700,0,14,64,134,0,1,17,2,-161,0,14,6,89,0
29718,3.12,T,19,2,83,0,145,65,51,7,Z,17,1,131,0,58,109,64,3,1,-2,-1,48,0,-87,44,13,-4
29719,10.06,P,41,1,312,0,1,205,96,0,P,24,0,873,0,0,68,43,0,0,-17,-1,561,0,-1,-137,-53,0
29720,4.54,P,23,0,466,0,122,87,67,8,Z,30,4,138,0,16,129,88,3,0,7,4,-328,0,-106,42,21,-5
29721,6.33,P,24,0,337,0,0,27,38,0,P,28,0,437,0,4,25,37,4,1,4,0,100,0,4,-2,-1,4
29722,2.49,P,8,0,195,0,0,9,14,0,T,7,0,213,0,0,15,15,0,0,-1,0,18,0,0,6,1,0
29723,8.49,Z,85,6,545,0,675,309,271,5,P,83,6,761,0,128,306,103,5,1,-2,0,216,0,-547,-3,-168,0
29724,10.34,T,106,4,667,0,306,308,124,11,Z,95,0,440,0,293,471,443,27,1,-11,-4,-227,0,-13,163,319,16
29725,6.24,Z,32,0,119,0,23,125,91,7,Z,27,0,719,0,18,68,123,3,1,-5,0,600,0,-5,-57,32,-4
29726,9.59,P,58,0,577,0,1,163,82,3,P,38,6,525,0,27,78,61,3,0,-20,6,-52,0,26,-85,-21,0
29727,9.59,P,58,0,665,0,20,248,100,9,P,49,0,767,0,111,81,53,5,0,-9,0,102,0,91,-167,-47,-4
29728,9.58,Z,65,0,767,0,65,118,168,2,P,43,0,306,0,2,137,56,2,0,-22,0,-461,0,-63,19,-112,0
29729,9.43,Z,51,3,290,0,96,106,258,0,T,56,0,456,0,69,46,75,4,1,5,-3,166,0,-27,-60,-183,4
29730,9.59,Z,55,0,1233,0,12,92,161,4,T,65,9,556,0,24,157,123,0,1,10,9,-677,0,12,65,-38,-4
29731,9.59,P,71,0,588,0,424,335,112,19,P,70,2,591,0,259,350,84,13,0,-1,2,3,0,-165,15,-28,-6
29732,9.57,Z,53,7,706,0,61,141,184,4,T,49,0,393,0,2,71,80,1,0,-4,-7,-313,0,-59,-70,-104,-3
29733,9.59,P,42,0,564,0,23,147,57,3,P,47,0,486,0,0,148,95,0,1,5,0,-78,0,-23,1,38,-3
29734,9.31,P,40,1,274,0,4,153,49,0,P,51,15,399,0,31,160,112,1,0,11,14,125,0,27,7,63,1
29735,6.04,P,17,0,496,0,0,32,29,0,T,29,0,339,0,0,35,78,0,1,12,0,-157,0,0,3,49,0
